,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
675,3032,100487,Avenida Prof. Francisco da Gama Caeiro,Local,,Pista Ciclável Bidirecional,Executado,9196,,f4b4da07-61df-4a74-831d-46a4a2b9b301,84.7789768040673,"LINESTRING (-9.185387196019979 38.7670382296764, -9.185472737194591 38.7676282742705)"
676,3035,67025,Avenida dos Defensores de Chaves,Complementar,,Faixa Ciclável,Executado,9196,,2a604b81-a67c-4c0c-8c75-cfbd68f3c5b5,341.532133492512,"LINESTRING (-9.14347976483471 38.7351612733274, -9.14347696029437 38.7351477829155, -9.143467198302179 38.7350995924415, -9.1434349020711 38.7349671196233, -9.143402623806301 38.7348358392037, -9.143370315897119 38.7347024129005, -9.14333736838744 38.73456684841, -9.143304759542641 38.734433663358, -9.143273715563049 38.7343035626983, -9.143256192126801 38.734232292189, -9.14320871346907 38.7340372404157, -9.14319633558277 38.7339946368869, -9.143179923362529 38.7339353711443, -9.14314740524757 38.7338043929499, -9.143115091050181 38.7336704903175, -9.143083108331121 38.7335384913546, -9.14305114178174 38.7334076848158, -9.14302013553139 38.7332802058812, -9.142987829418811 38.7331467794752, -9.14295618087303 38.7330169224344, -9.14292358370632 38.7328844527612, -9.14291807972857 38.7328609047515, -9.142921752391009 38.7328439961703, -9.142928572104539 38.732827692577, -9.14293839063715 38.7328123483441)"
677,3040,100629,Avenida General Correia Barreto,Complementar,,Pista Ciclável Bidirecional,Executado,9196,,851792e2-822a-4386-a788-1f305c8ea462,2058.05413935115,"LINESTRING (-9.17390376853673 38.7386355357484, -9.173933963608359 38.738650743602, -9.174078792693409 38.7387227391237, -9.174145506077981 38.738758966334, -9.174196612132819 38.7387892544595, -9.1742444770661 38.7388163551249, -9.174292374338741 38.7388455998963, -9.17440568154046 38.7389157306829, -9.17451716426385 38.7389858775166, -9.174608009990219 38.7390494167787, -9.174748562196211 38.739141111764, -9.17491294221508 38.7392390280383, -9.17504925347462 38.739321465305, -9.17525461733173 38.7394440405692, -9.17549173843077 38.7395845643556, -9.1757601514444 38.7397423253653, -9.175803900297041 38.7397687460069, -9.17625465873693 38.7400353426054, -9.176906578715039 38.7404173971245, -9.177347200565251 38.7406769313143, -9.1776616585254 38.7408614450694, -9.1777266327716 38.7409034047893, -9.17783382244626 38.7409673788633, -9.17789010189882 38.7410009690128, -9.17806087522756 38.7410984665394, -9.17830124912626 38.7412421716069, -9.178503403302839 38.7413629827986, -9.178643388671871 38.7414464552999, -9.178774615466899 38.7415239286075, -9.178887427696891 38.7415908428152, -9.17909737835185 38.7417140847192, -9.17924613756626 38.7418042698586, -9.179340573858831 38.7418631254905, -9.1793898437572 38.7418923557017, -9.17947410483254 38.7419420073758, -9.179645789951341 38.7420391371722, -9.17981840302981 38.7421373304374, -9.17997257189888 38.7422228192294, -9.180158899556799 38.7423223189683, -9.1802177751405 38.742352892852, -9.180298737602101 38.7423954234315, -9.180381961123301 38.7424365036269, -9.180512063227591 38.7424993286533, -9.180569513184929 38.7425259822939, -9.180629234083369 38.7425519016378, -9.18082766743805 38.7426362765936, -9.18094617139368 38.7426863341297, -9.18099072603515 38.7427052384705, -9.18107613246246 38.7427395074364, -9.181262558935069 38.74281433718, -9.18135532076794 38.7428521128583, -9.181370444804079 38.7428562677262, -9.18139420075175 38.7428574840586, -9.18141059410738 38.7428548341917, -9.181425132441939 38.7428500564438, -9.18144827843355 38.7428409115292, -9.18146640463935 38.7428318107546, -9.18148452006535 38.7428219960139, -9.181500421144211 38.7428168476184, -9.18151089190714 38.7428149663661, -9.181524118701409 38.7428141325894, -9.181536006107571 38.7428154554216, -9.18155064235847 38.7428174690973, -9.181563464910839 38.7428202142543, -9.181571748276079 38.742824786713, -9.18158969032724 38.742834277752, -9.181604877245441 38.7428427213144, -9.18161132984412 38.7428469532546, -9.181621937151011 38.742854366156, -9.18162840142779 38.7428593127609, -9.181641741409759 38.7428663424042, -9.18165185015166 38.7428708987451, -9.18166514521787 38.7428747123944, -9.181683459171561 38.7428784805011, -9.181696253876151 38.7428794375918, -9.18170673631719 38.7428782717068, -9.181719962213119 38.7428774372302, -9.18173089560846 38.7428759091081, -9.181750904683071 38.7428707235821, -9.181773614991791 38.7428630129052, -9.18178359257965 38.7428586331282, -9.181793603405181 38.7428563987482, -9.181804976974989 38.7428537930225, -9.181818202870931 38.7428529592463, -9.18182822806947 38.7428517975648, -9.181844224369749 38.7428530832617, -9.181850645527399 38.7428551705048, -9.181862570662799 38.7428589953654, -9.181869993441991 38.7428671509568, -9.1818830181153 38.7428838369857, -9.181891422753081 38.7428966315904, -9.18190355090772 38.7429143973166, -9.181914180672511 38.7429232388397, -9.18192340277721 38.7429295909467, -9.181935332404169 38.7429337738362, -9.181949040695409 38.742934723219, -9.18196184168821 38.7429360376411, -9.18197918007152 38.7429355247643, -9.18201109272198 38.74293273477, -9.18203660577438 38.7429292882652, -9.18206169302532 38.7429279906586, -9.182078170822541 38.7429310602129, -9.182093760186 38.7429397756166, -9.182109007291309 38.7429482997414, -9.182127977015179 38.7429656471661, -9.182137698583171 38.7429748544226, -9.18214372627873 38.7429812352518, -9.18215156857115 38.7429868846007, -9.1821630265826 38.7429899989942, -9.18217985112957 38.7429855582685, -9.182197143698801 38.7429818280025, -9.18222311129869 38.7429783765955, -9.182246394732561 38.7429785251336, -9.18226105793295 38.7429823254648, -9.18227252582586 38.7429861552231, -9.182283564324059 38.7429917751443, -9.182292334576189 38.7429984894818, -9.182347434540761 38.7430516184151, -9.18235666832356 38.7430586844734, -9.18236766460096 38.743061445736, -9.182383172217721 38.7430605916434, -9.182403233394631 38.7430589808485, -9.18243008942836 38.7430537350798, -9.18250189446398 38.7430319966998, -9.182551796776339 38.7430108139293, -9.182583546831721 38.7429969431454, -9.182722446137589 38.7429434995789, -9.18286957041818 38.7428906963683, -9.18309086499856 38.7429773648554, -9.18323819858661 38.7430321662573, -9.18365591699035 38.7431903526518, -9.18369129803613 38.7432061214558, -9.18372531454099 38.7432222594982, -9.18375295121073 38.7432391710529, -9.18378291272038 38.74325892093, -9.183835054532739 38.7432970614106, -9.18385170121325 38.7433115683245, -9.1838674612566 38.7433278716959, -9.18389204904425 38.7433548199997, -9.183905071022609 38.7433711471832, -9.18391716324464 38.7433864114815, -9.183926989915561 38.7434027673844, -9.18393679053529 38.7434173359336, -9.183947088821711 38.7434347610161, -9.183963073443859 38.7434664337374, -9.183971122348829 38.7434860238043, -9.18397687246495 38.7435045614957, -9.18398257407206 38.7435198832184, -9.18398741149986 38.7435384293087, -9.183990858335619 38.7435555579886, -9.18399523402935 38.7435737509444, -9.183997799617829 38.7435930326981, -9.18400078382119 38.7436098082398, -9.18400152493129 38.7436291060985, -9.18400226424477 38.7436484046527, -9.18400387492407 38.7436648347638, -9.184005973388579 38.743683405339, -9.18400703879051 38.7436937636612, -9.18401494486333 38.7437037015954, -9.18402139746201 38.7437079334847, -9.18403058992231 38.7437121408511, -9.18405534120334 38.7437190681166, -9.184077328368231 38.7437242325617, -9.18410068456563 38.743729384395, -9.18420568953748 38.7437510118609, -9.184319579745861 38.7437767471916, -9.184460158901301 38.7438065833762, -9.184826155005929 38.7438857889132, -9.18507311086069 38.7439399870661, -9.18537006335087 38.7440017983435, -9.18559473739333 38.7440503632587, -9.185872329392531 38.7441038017929, -9.186126744857431 38.7441451213249, -9.18631273834206 38.7441701215429, -9.18648348741632 38.7441915933334, -9.186710196142871 38.7442113541572, -9.186919019412141 38.7442255561075, -9.187017230425511 38.7442300324887, -9.18713411741367 38.7442339434542, -9.1872410061527 38.7442365904673, -9.187401710265449 38.7442379994517, -9.18744916287203 38.744236497983, -9.187539078842059 38.7442356859427, -9.1876472261208 38.7442329212223, -9.187710192632309 38.7442309215993, -9.18780553263006 38.7442264851545, -9.187960602509349 38.7442172185051, -9.18814116747472 38.7442034320321, -9.1882227677402 38.7441959015634, -9.188420609105091 38.744177310803, -9.1885295361215 38.7441656003169, -9.1887273415538 38.7441445068639, -9.188971164983149 38.7441176338266, -9.18944152106932 38.7440676172304, -9.18969307809494 38.7440388860651, -9.18977959663659 38.7440297413028, -9.189779737672101 38.7440297251881)"
678,3042,67029,Rua Marquês de Fronteira,Principal,Benfica - Braço de Prata,Percurso Ciclopedonal,Executado,9196,,70fc4844-bbd3-4f88-b9de-ce3f29b3f657,23.0992152008954,"LINESTRING (-9.15258254542398 38.7348399062459, -9.15259031182746 38.7348383124892, -9.152598288565651 38.73483758779, -9.152606316643 38.7348377465932, -9.1526172257123 38.7348405239185, -9.15262858382528 38.7348418003984, -9.15264005429048 38.734841538194, -9.15265129708594 38.7348397450778, -9.152673914588251 38.7348350907634, -9.15269571428515 38.7348284752218, -9.15271577858209 38.7348196698519, -9.15273463020158 38.7348093620802, -9.15273956731917 38.7348047160984, -9.152743779354861 38.7347996543074, -9.152747209310499 38.7347942452043, -9.152750613329729 38.7347910065739, -9.15275462783176 38.7347882257467, -9.15275915294092 38.7347859719061, -9.15276407607827 38.7347843011251)"
679,3049,67399,Rua Filipe da Mata,Local,,30+Bici,Executado,9196,,6a1741ca-40f7-4435-b7db-18a0f2192537,656.10796652375,"LINESTRING (-9.15694945814101 38.7414383696129, -9.15735412941358 38.7414187089176, -9.158505867524189 38.7413577046746, -9.15916720543971 38.7413276565659, -9.159226662233429 38.7413249547929, -9.15925230823647 38.7413237895832, -9.159592908069721 38.7413180104792, -9.159711052699249 38.741318784016, -9.15971330836893 38.7413186733105, -9.159715110389371 38.7413185850264, -9.161331990764211 38.7412395202788, -9.16160375898543 38.7412269586997, -9.161981913787439 38.7412135310924, -9.1624645902677 38.7411873429066, -9.16254549433882 38.7411883182373, -9.1628333594716 38.7411873120772)"
680,3056,,Ponte da Belavista,Principal,Benfica - Braço de Prata,Pista Ciclável Bidirecional,Executado,9196,,d6fc6960-f34d-4446-afbe-f2cec6c7ac52,113.223860046011,"LINESTRING (-9.12467007494952 38.7440376704536, -9.124432789458769 38.7442930261922, -9.12410926210752 38.744641191359, -9.124073198342121 38.7446800002072)"
681,3058,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,9196,,4f863280-6a02-42a9-9875-b07f2071c1e2,17.158395593459,"LINESTRING (-9.144408562651369 38.7396249784162, -9.144422377842099 38.7396231636448, -9.144559650298991 38.7396051350439, -9.14456055939405 38.7396050152269)"
682,3060,67041,Rua Latino Coelho,Local,,30+Bici,Executado,9196,,010afb14-057e-4e9d-ad24-272944ca3127,18.6846732678277,"LINESTRING (-9.150314178059 38.7331152731594, -9.150167901788031 38.7330510608047)"
683,3062,100295,Rotunda das Oliveiras,Principal,Marginal,Pista Ciclável Unidirecional,Executado,9196,,19c22588-2bb3-4b56-adcf-1bbfe2aa2ccd,238.280003146,"LINESTRING (-9.096850096813331 38.7814630777014, -9.096846820657481 38.7814646127004, -9.096838094929151 38.7814694131867, -9.09683009223027 38.7814749263243, -9.09682372885786 38.781480309684, -9.09681805480546 38.7814861425987, -9.096813363803021 38.781492029794, -9.09680967532047 38.7814977027053, -9.09680921089147 38.7814985045178, -9.096797731320461 38.7815187578087, -9.09676039733726 38.7815846247313, -9.096731065546599 38.7816363713183, -9.09672589089006 38.7816479110801, -9.096723129009909 38.7816599444747, -9.096722849790959 38.7816721670166, -9.096725060298381 38.7816842694347, -9.09672970459893 38.7816959454974, -9.096732444460541 38.781700797675, -9.096737857708449 38.7817095461594, -9.09676914782642 38.7817601063978, -9.09680885336199 38.7818242686409, -9.096822342464311 38.781846064533, -9.09682774534013 38.781853660176, -9.09683421639571 38.7818607302761, -9.09684400588471 38.7818689302384, -9.096855231072711 38.7818759234713, -9.09686764963118 38.7818815590058, -9.096880993469201 38.7818857151827, -9.097038294763641 38.7819244869731, -9.097054166198101 38.7819283986742, -9.09707059070457 38.7819312588367, -9.09708740158405 38.7819318730116, -9.09710409725653 38.7819302228742, -9.097114518842231 38.781927992826, -9.097124559980379 38.781924877723, -9.09721319135957 38.7818928355188, -9.097275459880141 38.7818703246661, -9.09727647228147 38.781869957725, -9.097301465209281 38.7818609235504, -9.097309446232311 38.7818575211564, -9.097316784889751 38.7818533311283, -9.097323354045709 38.7818484260547, -9.09732903989525 38.7818428909115, -9.0973327808425 38.7818382265559, -9.097335894939199 38.7818332902153, -9.09733614467083 38.7818328287376, -9.097336811220771 38.7818315528463, -9.09736643496389 38.7817722953027, -9.09740036702712 38.7817044208768, -9.09742005270828 38.7816650418315, -9.09742339036109 38.7816562116475, -9.097424764799531 38.7816470686869, -9.097424136449551 38.781637876202, -9.097422528450879 38.7816316015771, -9.09741998338632 38.78162551832, -9.097416536702241 38.7816197111553, -9.097399801986811 38.7815954040187, -9.09735650588507 38.7815325160658, -9.09731850714855 38.7814773219588, -9.09731021630655 38.781467257191, -9.097300015328431 38.7814583221454, -9.09728834458423 38.7814508407323, -9.09727533391454 38.7814448511845, -9.09726129434641 38.7814404966856, -9.09719028791311 38.7814233112716, -9.0970859926103 38.7813980692023, -9.09707476012813 38.7813959111389, -9.09706327871149 38.7813948060495, -9.0970517102041 38.7813947695116, -9.09703604686829 38.781396447243, -9.09702093751573 38.7814000768877, -9.09701546767397 38.7814019312129, -9.09690897329536 38.7814411360353, -9.096899845513761 38.7814444966478, -9.09689482752457 38.7814463439692, -9.09685699138312 38.7814602724066, -9.096850096813331 38.7814630777014)"
684,3067,34191,Rua da Palma,Complementar,,Pista Ciclável Bidirecional,Executado,9196,,bcf8c4f1-0192-4b84-927c-53309e651e46,392.692118811814,"LINESTRING (-9.1358760344011 38.7170511920988, -9.13587030225125 38.7170802390138, -9.135856870641121 38.7171484510652, -9.135848110270491 38.7171902263586, -9.1358125774094 38.7173606334447, -9.135804038024331 38.7174047783635, -9.135800796004469 38.717426596035, -9.135798388519509 38.7174532183792, -9.135780690810099 38.7176225398455, -9.13576447532089 38.7177852984012, -9.135751218882261 38.7179200242218, -9.13573361639426 38.7180792432797, -9.13572319247187 38.7181605138515, -9.13571525662649 38.7182419552373, -9.135702191528971 38.7183817034926, -9.135688981802719 38.7185230025464, -9.135673199301509 38.7186918168379, -9.13565758209031 38.7188553789794, -9.13564190559026 38.7190194124429, -9.13562645456738 38.71917439641, -9.13561017709444 38.7193325242022, -9.135593726246629 38.7194994659292, -9.13558193855348 38.719626516685, -9.135577784743599 38.7196687271781, -9.13556610394995 38.7197918393968)"
685,3069,5944,Passeio dos Jacarandás,Local,,Percurso Ciclopedonal,Executado,9196,,774ac4a9-c3fe-4238-ae3e-c63debc49110,62.0561910046618,"LINESTRING (-9.09449941412392 38.780503483268, -9.09445633271952 38.780936751062)"
686,3074,462,Avenida Infante Dom Henrique,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,d0efc506-2b11-4ef0-acba-773611b0d900,1614.5717949767,"LINESTRING (-9.11139533312784 38.7249570151582, -9.11139490552976 38.7249575141476, -9.1113908882638 38.7249621998824, -9.11137038421745 38.7249861163278, -9.11129338961447 38.7250766666953, -9.11122549764023 38.7251583374848, -9.111147857148531 38.7252526461583, -9.11105079148712 38.7253711366361, -9.11097305307907 38.7254652109539, -9.11087443782381 38.7255818417993, -9.11078708474729 38.7256835863229, -9.110730855600369 38.7257492370752, -9.11061941419948 38.7258768962435, -9.110539008693349 38.7259693930552, -9.110478053509761 38.7260394453781, -9.11037696609082 38.7261554179206, -9.11028160992343 38.7262636637895, -9.11020488212008 38.7263482801461, -9.11014743126437 38.7264088507908, -9.11007460304765 38.7264823394693, -9.110048678566891 38.7265077712635, -9.109974023724179 38.726580240138, -9.10989677196994 38.7266510330377, -9.109816985088811 38.7267200933488, -9.10980520278555 38.7267303987673, -9.10980071929397 38.7267343198016, -9.10979241077588 38.7267413874743, -9.10978199391187 38.7267502204873, -9.10974773396353 38.7267792718698, -9.10967612386235 38.7268374993434, -9.10957163452346 38.726919278848, -9.10945178668814 38.727008137819, -9.10932103510191 38.7271045709996, -9.10916986840251 38.7272159031805, -9.10902271807077 38.7273241670654, -9.1088740379081 38.7274331631259, -9.10871709863472 38.7275489855369, -9.1085939485924 38.7276394814979, -9.108471905274531 38.7277294797759, -9.1083371624735 38.727832351631, -9.108251566501639 38.727898725736, -9.108141992698251 38.7279854951104, -9.10802592497364 38.7280770963766, -9.10793562542297 38.7281490969498, -9.107825922262171 38.7282395606149, -9.10772685695092 38.7283244213111, -9.107624881098189 38.7284147719264, -9.10752531722199 38.7285063586264, -9.10741017386383 38.7286151412442, -9.107338648204269 38.7286839106273, -9.10726247376313 38.7287593283446, -9.10725647840693 38.7287652507253, -9.107143528015239 38.7288794234047, -9.10703336114485 38.7289952392826, -9.107029920597331 38.7289988665624, -9.10702613958828 38.7290028540472, -9.10702117639635 38.7290080882337, -9.107009205446859 38.7290207115289, -9.106946688092989 38.7290880179784, -9.10693969201353 38.7290955486387, -9.106809453365351 38.7292409155936, -9.106737078797829 38.7293245669471, -9.106656975125651 38.7294188547042, -9.10658448647211 38.7295058548924, -9.106501172221069 38.7296090129122, -9.106432823902679 38.7296946092038, -9.10635251541459 38.7297992364873, -9.106285051038441 38.7298886637125, -9.106271817955999 38.7299066464122, -9.10622550081996 38.7299699281561, -9.10616084098411 38.7300576200418, -9.106073094445501 38.7301774270189, -9.106012663877991 38.7302596659133, -9.105933724422419 38.7303675054217, -9.10586712063229 38.7304583285779, -9.1057752274703 38.7305837999293, -9.105696616798101 38.7306910566073, -9.105625799909321 38.7307874105351, -9.10555397870405 38.730885285704, -9.10548688892535 38.7309764901209, -9.10546022243615 38.7310130022684, -9.10538744093185 38.7311142590321, -9.105306220653739 38.731230607357, -9.105228472364219 38.7313450501119, -9.10516227191766 38.731445090579, -9.105092655178099 38.7315534391543, -9.105019764079319 38.7316702730927, -9.10495244163697 38.7317810992171, -9.104898539126671 38.7318728483824, -9.10484320021021 38.7319693906219, -9.104791253332291 38.7320628613081, -9.104744570581889 38.732147699944, -9.104695598025859 38.7322406525379, -9.10463135141508 38.732364640764, -9.104584868989001 38.7324588621416, -9.1045341752609 38.7325634923842, -9.10448048654964 38.7326778818489, -9.10444699555919 38.732751899453, -9.10438637122656 38.7328886966137, -9.10432937195254 38.7330264386023, -9.104325380737739 38.733036347188, -9.10432410962161 38.7330395033597, -9.10432341791881 38.7330412222958, -9.10432192312221 38.7330451289689, -9.10431995042182 38.7330502871785, -9.104318496947711 38.7330540831328, -9.1043161289886 38.733060273544, -9.104289553229229 38.7331297414981, -9.10425609817143 38.7332216991553, -9.10422559048607 38.7333121129509, -9.10419488966293 38.7334094296707, -9.104170696235711 38.7334915387104, -9.104146553114109 38.7335772578854, -9.10412044358038 38.7336749351262, -9.104090927635079 38.7337856502263, -9.10405701802974 38.7339137561219, -9.10401510892679 38.7340713271445, -9.10397958954046 38.7342060257637, -9.103964830220351 38.7342611961773, -9.103930483135461 38.7343902360009, -9.103918285810529 38.7344362532741)"
687,3075,102142,Passeio do Sapal,Local,,Percurso Ciclopedonal,Executado,9196,,75e84d15-ef41-4566-aaef-6325a7b222f4,125.017488804416,"LINESTRING (-9.09212686194895 38.7873541830188, -9.09203915313954 38.7875438641227, -9.091862714136269 38.7878472961222, -9.09174548578831 38.7880230921742, -9.091652363731029 38.7881457091423)"
688,3082,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,9196,,87aeca01-c90b-49ff-b96b-406aa179c6ee,125.49848404807,"LINESTRING (-9.150012388140979 38.7386372328284, -9.15111590199218 38.7384572804594)"
689,3084,62,Avenida de Berlim,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,9196,,b100b4b4-e572-4392-8b5f-645b52d79ed5,662.339391376968,"LINESTRING (-9.1168559402117 38.769152198355, -9.116950019873119 38.7691570695962, -9.11696571254282 38.7691573931783, -9.116975030767239 38.7691524532984, -9.11700726321796 38.7691245502902, -9.117018426581989 38.7691201076881, -9.11703619166506 38.7691155831397, -9.117069470653069 38.7691148568305, -9.117108443163341 38.7691152217361, -9.11724784642408 38.7691165741979, -9.117313043452461 38.7691181654942, -9.117363336531961 38.7691084132006, -9.117448088985739 38.7690800563192, -9.11749603027584 38.7690776385561, -9.117725297404361 38.7690845983798, -9.117980102738059 38.7690964714718, -9.11830026230532 38.7691130925367, -9.11835728735953 38.7691173782508, -9.118467539391 38.7691383333508, -9.118497295202619 38.7691423071713, -9.118527395036701 38.7691441165063, -9.11864097263132 38.7691551631234, -9.119098547487621 38.7692031001828, -9.11973059224005 38.7692691619827, -9.120335338089321 38.769330898098, -9.12090122281939 38.7693894837975, -9.121359944824279 38.7694367504249, -9.121823733327361 38.7694865846541, -9.12238938449546 38.7695442499129, -9.1224240037699 38.7695484984803, -9.12245181961117 38.7695511920095, -9.12247902378442 38.7695564563142, -9.12268901306693 38.7696703999018, -9.12268952330998 38.7696707017695)"
690,3085,33370,Alameda da Encarnação,Local,,30+Bici,Executado,9196,,f30b704c-61b4-47aa-a27f-94011ab85dac,51.1892696450271,"LINESTRING (-9.121718764288101 38.77119616297, -9.12176466011427 38.771076800915, -9.121815254129389 38.7709577405226, -9.12187971813251 38.7708616032866)"
691,3088,,Parque hortícola do Vale de Chelas - Parque Vale Fundão,Principal,Benfica - Braço de Prata,Pista Ciclável Bidirecional,Executado,9196,,257154c5-b4b5-4347-9fbd-dc827706ffd6,833.901782375441,"LINESTRING (-9.11779135783301 38.7528254899955, -9.1177850678715 38.7527838492406, -9.117775507919539 38.752742589012, -9.11776271306757 38.7527018649515, -9.11772339203552 38.7525868427225, -9.11767710555096 38.7524523360392, -9.11763177528093 38.7523206811111, -9.11758521903861 38.7521885607241, -9.117542248600721 38.7520621800484, -9.117541761720849 38.7520609913508, -9.11754103578736 38.752059878764, -9.117540090538609 38.7520588722194, -9.11753894790613 38.7520579982273, -9.11753764078721 38.7520572790224, -9.11753619988599 38.7520567334188, -9.117534666872359 38.7520563768095, -9.11753307902991 38.7520562177463, -9.1175314802217 38.75205625965, -9.117490077887879 38.7520653724282, -9.117340175911149 38.7520972714186, -9.117307519869691 38.7521042205922, -9.11726289798793 38.7521135172275, -9.11726086493552 38.7521140123752, -9.11725896566541 38.75211475809, -9.11725724404066 38.752115736413, -9.11725575269692 38.7521169199786, -9.117254526724651 38.7521182771453, -9.117253601214269 38.7521197719954, -9.11725300029047 38.7521213643358, -9.11725274149847 38.7521230122626, -9.117252829224579 38.7521246704516, -9.117263461628131 38.7521545657357, -9.11727704820817 38.7521937294113, -9.117298293276921 38.7522542570709, -9.117300686006351 38.7522700983459, -9.11729992936872 38.7522860388178, -9.117296043102399 38.7523016987887, -9.117289117126649 38.7523167071127, -9.11727931592791 38.7523307080375, -9.117266874173501 38.7523433689008, -9.117257790135641 38.752350575458, -9.11724543610733 38.7523567438326, -9.1172319876959 38.7523613121751, -9.11721778264684 38.7523641658924, -9.11720317844402 38.7523652340054, -9.1171885413439 38.7523644882932, -9.11717423979613 38.7523619484249, -9.117160631284561 38.7523576776832, -9.117148057941 38.752351784675, -9.1171312386541 38.752341226688, -9.1169493561269 38.7522268332876, -9.11690060892519 38.7521967396327, -9.116848157488819 38.7521707106207, -9.11679255229909 38.752149021623, -9.116792468959289 38.7521489934021, -9.116792400971571 38.7521489711675, -9.11675840272075 38.7521364240083, -9.116725902393121 38.7521216576616, -9.11669514123547 38.7521047790232, -9.11641268731182 38.7519222890198, -9.116391799726941 38.7519103960334, -9.116356770694431 38.7518932710532, -9.116324768212429 38.7518801748233, -9.116289875155379 38.7518687718483, -9.116245485747781 38.7518573637404, -9.11619986378845 38.7518494413472, -9.11615345887367 38.7518450850568, -9.116098601548959 38.7518436534842, -9.11604384291611 38.7518465782023, -9.11598974880849 38.7518538292791, -9.1159830465343 38.7518551385606, -9.115967703239059 38.75185662743, -9.115952254672511 38.7518560937973, -9.115937139465141 38.7518535539109, -9.11592278308855 38.7518490778954, -9.115909586889661 38.7518427923172, -9.1158092984099 38.7517659234994, -9.11563706356076 38.7516350959779, -9.115595977040901 38.7516062925456, -9.115551703870389 38.7515805198735, -9.11551307587454 38.7515631587833, -9.115472838104729 38.7515481870737, -9.115431231807721 38.751535695396, -9.11533975322174 38.7515133066642, -9.115246548624709 38.7514957779414, -9.115197226817029 38.7514891853207, -9.115147321630779 38.7514863366995, -9.11509729582113 38.7514872602993, -9.114884055598781 38.75149572492, -9.114736228344359 38.7515024475282, -9.11461880257057 38.751506532746, -9.114525016788109 38.7515061804098, -9.11443127925501 38.7515038175343, -9.114415543385469 38.751506653327, -9.114400520290509 38.7515112756005, -9.114386538943011 38.7515175825876, -9.11437391296379 38.7515254348925, -9.1143629164969 38.7515346597676, -9.114260318627499 38.751621558426, -9.114253219392699 38.7516276285175, -9.11424490515139 38.7516326740989, -9.11423561495719 38.7516365497894, -9.11422561856787 38.75163914356, -9.11421520328642 38.7516403792997, -9.11420466957472 38.7516402236564, -9.114194322281 38.7516386800507, -9.11418445967398 38.751635792097, -9.11417536686352 38.7516316444583, -9.11416730264159 38.7516263568599, -9.114160503868691 38.7516200806691, -9.114155165735379 38.7516129980397, -9.11415144176236 38.7516053125052, -9.114119393224151 38.7515321754568, -9.11406569169084 38.7514110761026, -9.114013483694411 38.7512880575024, -9.11401144625569 38.7512840004933, -9.11400873990544 38.7512801872124, -9.114005415086179 38.7512766852196, -9.11399916460141 38.751274201755, -9.113992460134069 38.7512725999887, -9.11398549906788 38.751271926956, -9.113978494138641 38.7512722040368, -9.113928731507301 38.7512782048878, -9.113647703132809 38.7513120942504, -9.113590376318321 38.7513125748655, -9.113533433305539 38.7513130520599, -9.11350005133059 38.7513133308509, -9.11349759938604 38.7513131025159, -9.11349523297444 38.7513125577618, -9.113493015697211 38.7513117128369, -9.11349100896263 38.7513105908314, -9.113489271985809 38.7513092242424, -9.11348785301611 38.7513076498428, -9.11348678933712 38.7513059129577, -9.11348611384614 38.7513040614774, -9.113485841895219 38.7513021484237, -9.113485714692381 38.7512967453506, -9.113484392221389 38.7512453391691, -9.11348017259588 38.7510810650807, -9.113478231655879 38.7510039346095, -9.113476413532419 38.7509349540315, -9.11347478402007 38.7508636301595, -9.11347478182692 38.7508635985174, -9.113472777285491 38.7507883073321, -9.11347277509234 38.7507879703859, -9.11347098986616 38.7507560921903, -9.113464664814209 38.7507245671757, -9.11345388108313 38.7506937878767, -9.11345378458441 38.750693551843, -9.11344205121828 38.7506690470952, -9.113426760558699 38.7506457669784, -9.11340812095519 38.7506240219297, -9.113385880195191 38.7506044071666, -9.113360240048729 38.7505875050791, -9.1133294087102 38.7505720687935, -9.113296482910981 38.7505595333299, -9.113261912247349 38.7505500688739, -9.11322340268174 38.7505455089674, -9.113184509314429 38.7505438421898, -9.11317041172985 38.750544086776, -9.113119032745081 38.7505450120984, -9.11304301149827 38.7505463889644, -9.11301341490462 38.7505466369713)"
692,3091,462,Avenida Infante Dom Henrique,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,c7362ec1-6199-496c-8bb5-aeb5a94b552c,14.2618572330926,"LINESTRING (-9.13355876095541 38.707477624588, -9.133551834944591 38.7074745093473, -9.133551582517971 38.7074743964863, -9.133540006827239 38.7074691908655, -9.133516206862099 38.7074747568, -9.133507654207991 38.7074761197312, -9.133498940797489 38.7074765288491, -9.133490240426561 38.7074759759935, -9.13348172663105 38.7074744721916, -9.133473569225441 38.7074720474377, -9.133455622421261 38.7074672041283, -9.133436973657419 38.7074644086479)"
